StudyGlobal Booking ID,SumOfStage Duration,SumOf# Calls,SumOf# Emails,Direction,Sub-Region,Class,Intake vs Offer,emailsCallsProduct
16595498,816,0,3,Inbound,LAM,Jack,284,0
16595498,816,0,3,Inbound,LAM,Jack,221,0
16595498,816,0,3,Inbound,LAM,Jill,117,0
16595498,9520,7,0,Outbound,LAM,Jack,284,0
16595498,9520,7,0,Outbound,LAM,Jack,221,0
16595498,9520,7,0,Outbound,LAM,Jill,117,0
16798845,2192,0,8,Inbound,ANZ,Jill,90,0
16798845,1644,3,3,Outbound,ANZ,Jill,90,9
18107126,4824,0,18,Inbound,ANZ,Jill,46,0
18107126,7236,9,18,Outbound,ANZ,Jill,46,162
13353359,491,0,1,Outbound,E China,Jill,398,0
13353359,491,0,1,Outbound,E China,Jill,292,0
13353359,491,0,1,Outbound,E China,Jack,409,0
12783338,408,0,1,Outbound,C China,Jack,472,0
12783338,408,0,1,Outbound,C China,Jack,398,0
12783338,408,0,1,Outbound,C China,Jill,390,0
12783338,408,0,1,Outbound,C China,Jill,114,0
18214627,805,0,5,Inbound,Korea,Jill,152,0
18214627,805,0,5,Inbound,Korea,Jack,157,0
18214627,1610,2,8,Outbound,Korea,Jill,152,16
18214627,1610,2,8,Outbound,Korea,Jack,157,16
18112605,1449,0,9,Inbound,W China,Jack,160,0
18112605,1449,0,9,Inbound,W China,Jill,150,0
18112605,483,1,2,Outbound,W China,Jack,160,2
18112605,483,1,2,Outbound,W China,Jill,150,2
20889570,535,0,5,Inbound,Singapore,Jill,139,0
20889570,963,4,5,Outbound,Singapore,Jill,139,20
18067322,990,1,9,Inbound,E China,Jill,210,9
18067322,1485,9,6,Outbound,E China,Jill,210,54
16888912,963,0,9,Inbound,E China,Jill,250,0
16888912,1391,9,4,Outbound,E China,Jill,250,36
20435275,594,0,6,Inbound,S China,Jill,151,0
20435275,594,0,6,Inbound,S China,Jack,23,0
20435275,198,0,2,Outbound,S China,Jill,151,0
20435275,198,0,2,Outbound,S China,Jack,23,0
21072123,535,0,5,Inbound,S China,Jill,136,0
21072123,214,0,2,Outbound,S China,Jill,136,0
23680095,256,0,2,Inbound,Taiwan/Japan,Jill,59,0
23680095,256,0,2,Inbound,Taiwan/Japan,Jack,,0
23680095,384,0,3,Outbound,Taiwan/Japan,Jill,59,0
23680095,384,0,3,Outbound,Taiwan/Japan,Jack,,0
18280983,2176,0,17,Inbound,W China,Jill,185,0
18280983,1536,6,6,Outbound,W China,Jill,185,36
22964378,488,0,4,Inbound,E China,Jill,74,0
22964378,610,2,2,Outbound,E China,Jill,74,4
23074349,128,0,0,Outbound,E China,Jill,70,0
18076526,436,1,1,Inbound,W China,Jack,398,1
18076526,436,1,1,Inbound,W China,Jill,189,1
18076526,436,1,1,Inbound,W China,Jack,357,1
17110514,1776,0,6,Inbound,E China,Jack,136,0
17110514,1776,0,6,Inbound,E China,Jill,115,0
17110514,5032,5,11,Outbound,E China,Jack,136,55
17110514,5032,5,11,Outbound,E China,Jill,115,55
15776206,636,1,2,Outbound,S China,Jill,194,2
16492207,1484,7,0,Outbound,S China,Jill,159,0
19393787,3270,0,15,Inbound,Hong Kong,Jack,507,0
19393787,3270,0,15,Inbound,Hong Kong,Jack,306,0
19393787,3270,0,15,Inbound,Hong Kong,Jill,299,0
19393787,1744,2,6,Outbound,Hong Kong,Jack,507,12
19393787,1744,2,6,Outbound,Hong Kong,Jack,306,12
19393787,1744,2,6,Outbound,Hong Kong,Jill,299,12
19820842,1712,0,16,Inbound,Taiwan/Japan,Jill,165,0
19820842,2568,13,11,Outbound,Taiwan/Japan,Jill,165,143
17299901,1156,0,4,Inbound,N China,Jack,51,0
17299901,1156,0,4,Inbound,N China,Jill,45,0
17299901,1734,3,3,Outbound,N China,Jack,51,9
17299901,1734,3,3,Outbound,N China,Jill,45,9
15794811,1744,0,8,Inbound,E China,Jack,245,0
15794811,1744,0,8,Inbound,E China,Jack,298,0
15794811,1744,0,8,Inbound,E China,Jill,248,0
15794811,654,2,1,Outbound,E China,Jack,245,2
15794811,654,2,1,Outbound,E China,Jack,298,2
15794811,654,2,1,Outbound,E China,Jill,248,2
15986230,578,0,2,Inbound,N China,Jack,105,0
15986230,578,0,2,Inbound,N China,Jill,67,0
15986230,867,2,1,Outbound,N China,Jack,105,2
15986230,867,2,1,Outbound,N China,Jill,67,2
22349003,535,0,5,Inbound,ANZ,Jack,108,0
22349003,535,0,5,Inbound,ANZ,Jill,94,0
22349003,321,0,3,Outbound,ANZ,Jack,108,0
22349003,321,0,3,Outbound,ANZ,Jill,94,0
17142330,3180,0,15,Inbound,Brazil,Jill,133,0
17142330,3180,0,15,Inbound,Brazil,Jack,,0
17142330,1060,3,2,Outbound,Brazil,Jill,133,6
17142330,1060,3,2,Outbound,Brazil,Jack,,6
19346230,1908,0,9,Inbound,Central Asia,Jill,73,0
19346230,4240,10,9,Outbound,Central Asia,Jill,73,90
19390519,1060,0,5,Inbound,Indonesia,Jill,70,0
19390519,1484,5,2,Outbound,Indonesia,Jill,70,10
16421461,5724,0,27,Inbound,E China,Jack,150,0
16421461,5724,0,27,Inbound,E China,Jill,159,0
16421461,8056,7,31,Outbound,E China,Jack,150,217
16421461,8056,7,31,Outbound,E China,Jill,159,217
19345587,2120,0,10,Inbound,S China,Jill,73,0
19345587,6784,23,8,Outbound,S China,Jill,73,184
17268616,4425,1,14,Inbound,E China,Jill,44,14
17268616,11210,24,14,Outbound,E China,Jill,44,336
17272360,885,0,3,Inbound,E China,Jill,126,0
17272360,885,0,3,Outbound,E China,Jill,126,0
15774321,870,3,0,Outbound,Indonesia,Jill,110,0
16309349,295,0,1,Inbound,W China,Jack,82,0
16309349,295,0,1,Inbound,W China,Jill,70,0
16309349,1475,5,0,Outbound,W China,Jack,82,0
16309349,1475,5,0,Outbound,W China,Jill,70,0
17401428,885,0,3,Inbound,Taiwan/Japan,Jill,41,0
17401428,6785,18,5,Outbound,Taiwan/Japan,Jill,41,90
15836547,864,0,3,Inbound,ANZ,Jill,105,0
15836547,1152,2,2,Outbound,ANZ,Jill,105,4
16527036,3835,0,13,Inbound,Middle East,Jill,74,0
16527036,3245,1,10,Outbound,Middle East,Jill,74,10
15210103,295,0,1,Inbound,Rest of S Asia,Jill,129,0
15210103,1770,5,1,Outbound,Rest of S Asia,Jill,129,5
13314006,295,1,0,Outbound,Hong Kong,Jill,277,0
14389155,295,0,1,Outbound,Hong Kong,Jill,186,0
17272110,590,0,2,Inbound,E China,Jill,126,0
17272110,590,0,2,Outbound,E China,Jill,126,0
15794914,1180,4,0,Outbound,E China,Jill,109,0
18099970,1095,0,15,Inbound,LAM,Jill,244,0
18099970,1387,6,12,Outbound,LAM,Jill,244,72
14603562,690,0,3,Inbound,"Malaysia, Brunei, Philippines",Jill,105,0
14603562,690,0,3,Inbound,"Malaysia, Brunei, Philippines",Jill,242,0
14603562,1610,6,1,Outbound,"Malaysia, Brunei, Philippines",Jill,105,6
14603562,1610,6,1,Outbound,"Malaysia, Brunei, Philippines",Jill,242,6
15088204,313,1,0,Outbound,Hong Kong,Jill,130,0
15772514,128,0,1,Inbound,E China,Jill,271,0
15772514,1408,10,1,Outbound,E China,Jill,271,10
17638279,1560,0,6,Inbound,W China,Jill,56,0
17638279,1040,0,4,Outbound,W China,Jill,56,0
16077264,3480,0,29,Inbound,Indonesia,Jack,140,0
16077264,3480,0,29,Inbound,Indonesia,Jill,108,0
16077264,3480,0,29,Inbound,Indonesia,Jack,248,0
16077264,4440,18,19,Outbound,Indonesia,Jack,140,342
16077264,4440,18,19,Outbound,Indonesia,Jill,108,342
16077264,4440,18,19,Outbound,Indonesia,Jack,248,342
14824860,558,0,2,Outbound,UK & W Europe,Jack,173,0
14824860,558,0,2,Outbound,UK & W Europe,Jill,171,0
14824860,558,0,2,Outbound,UK & W Europe,Jack,178,0
15945385,275,1,0,Outbound,W China,Jill,122,0
15945385,275,1,0,Outbound,W China,Jack,159,0
15480743,494,0,2,Inbound,ANZ,Jill,132,0
15480743,494,0,2,Inbound,ANZ,Jack,263,0
15480743,1482,4,2,Outbound,ANZ,Jill,132,8
15480743,1482,4,2,Outbound,ANZ,Jack,263,8
18205169,558,0,2,Inbound,S China,Jill,39,0
18205169,2232,6,2,Outbound,S China,Jill,39,12
18816624,3058,0,11,Inbound,ANZ,Jack,,0
18816624,3058,0,11,Inbound,ANZ,Jill,5,0
18816624,4726,11,6,Outbound,ANZ,Jack,,66
18816624,4726,11,6,Outbound,ANZ,Jill,5,66
16237751,558,2,0,Outbound,Indonesia,Jill,108,0
20707535,468,0,3,Inbound,C China,Jill,96,0
18275130,4746,0,21,Inbound,Russia,Jill,87,0
18275130,5424,7,17,Outbound,Russia,Jill,87,119
19069335,904,0,4,Inbound,ANZ,Jill,63,0
19069335,2712,7,5,Outbound,ANZ,Jill,63,35
19013485,452,0,2,Inbound,ANZ,Jill,67,0
19013485,678,0,2,Outbound,ANZ,Jill,67,0
17111833,930,0,3,Inbound,N China,Jill,38,0
17111833,2480,6,2,Outbound,N China,Jill,38,12
11677105,672,1,0,Outbound,N China,Jill,84,0
11677105,672,1,0,Outbound,N China,Jill,75,0
14186056,888,0,2,Inbound,UK & W Europe,Jill,49,0
17308271,323,1,0,Outbound,C China,Jill,75,0
24202698,320,0,4,Inbound,S China,Jill,97,0
24202698,240,0,3,Outbound,S China,Jill,97,0
27792328,148,0,2,Inbound,S China,Jill,23,0
27792328,222,1,2,Outbound,S China,Jill,23,2
22673999,3120,0,40,Inbound,Iran,Jill,126,0
22673999,2730,1,34,Outbound,Iran,Jill,126,34
16311629,158,0,2,Inbound,ANZ,Jill,294,0
16311629,158,1,1,Outbound,ANZ,Jill,294,1
22964319,553,0,7,Inbound,India,Jill,124,0
22964319,395,0,5,Outbound,India,Jill,124,0
26438503,3080,0,40,Inbound,India,Jill,53,0
26438503,2310,0,30,Outbound,India,Jill,53,0
19653620,390,0,5,Inbound,Indonesia,Jill,341,0
19653620,234,0,3,Outbound,Indonesia,Jill,341,0
18694876,380,0,5,Inbound,Indonesia,Jill,222,0
18694876,380,4,1,Outbound,Indonesia,Jill,222,4
28060908,3008,7,40,Inbound,Middle East,Jill,18,280
28060908,1920,16,14,Outbound,Middle East,Jill,18,224
22674763,4104,3,73,Inbound,Nigeria,Jill,126,219
22674763,5508,40,59,Outbound,Nigeria,Jill,126,2360
21153405,3040,0,38,Inbound,Central Asia,Jill,164,0
21153405,3920,10,36,Outbound,Central Asia,Jill,164,360
17084471,4543,2,57,Inbound,UK & W Europe,Jill,264,114
17084471,5313,24,43,Outbound,UK & W Europe,Jill,264,1032
18791400,4335,0,15,Inbound,Thailand,Jill,35,0
18791400,2023,7,0,Outbound,Thailand,Jill,35,0
22914047,1771,0,23,Inbound,Brazil,Jill,118,0
22914047,2233,3,20,Outbound,Brazil,Jill,118,60
24709486,304,0,4,Inbound,C China,Jill,89,0
24709486,152,1,1,Outbound,C China,Jill,89,1
16888833,1260,0,4,Inbound,C China,Jill,33,0
16888833,1260,3,1,Outbound,C China,Jill,33,3
21917575,836,0,11,Inbound,N China,Jill,146,0
21917575,760,1,9,Outbound,N China,Jill,146,9
15188116,648,0,2,Inbound,N China,Jill,110,0
15188116,324,1,0,Outbound,N China,Jill,110,0
21788584,1078,0,14,Inbound,S China,Jill,150,0
21788584,1848,8,16,Outbound,S China,Jill,150,128
19590631,462,0,6,Inbound,W China,Jill,196,0
19590631,308,1,2,Outbound,W China,Jill,196,2
26447733,462,0,6,Inbound,UK & W Europe,Jill,52,0
26447733,154,0,2,Outbound,UK & W Europe,Jill,52,0
17306499,539,0,7,Inbound,Indonesia,Jill,259,0
17306499,1001,8,5,Outbound,Indonesia,Jill,259,40
15126579,5832,0,18,Inbound,Middle East,Jill,105,0
15126579,5832,0,18,Inbound,Middle East,Jack,111,0
15126579,3564,2,9,Outbound,Middle East,Jill,105,18
15126579,3564,2,9,Outbound,Middle East,Jack,111,18
16702804,20922,2,64,Inbound,Nigeria,Jill,24,128
16702804,12997,12,29,Outbound,Nigeria,Jill,24,348
25510676,1334,0,23,Inbound,"S Europe, Levant & N Africa",Jill,66,0
25510676,1450,17,6,Outbound,"S Europe, Levant & N Africa",Jill,66,102
23289129,3311,1,42,Inbound,Eastern Europe,Jill,117,42
23289129,5005,28,34,Outbound,Eastern Europe,Jill,117,952
16594614,11664,0,36,Inbound,UK & W Europe,Jill,42,0
16594614,8748,7,20,Outbound,UK & W Europe,Jill,42,140
24098200,4278,0,62,Inbound,Rest of Africa,Jill,101,0
24098200,4830,26,41,Outbound,Rest of Africa,Jill,101,1066
17411563,2128,0,28,Inbound,LAM,Jill,258,0
17411563,3648,22,24,Outbound,LAM,Jill,258,528
27422251,451,1,10,Inbound,Iran,Jill,31,10
27422251,451,1,10,Inbound,Iran,Jill,10,10
27422251,2009,41,7,Outbound,Iran,Jill,31,287
27422251,2009,41,7,Outbound,Iran,Jill,10,287
27431912,710,0,10,Inbound,N China,Jill,13,0
27431912,710,0,10,Inbound,N China,Jack,,0
27431912,1349,8,11,Outbound,N China,Jill,13,88
27431912,1349,8,11,Outbound,N China,Jack,,88
18458424,4720,0,59,Inbound,Rest of Africa,Jill,229,0
18458424,5600,21,48,Outbound,Rest of Africa,Jill,229,1008
26985927,539,1,6,Inbound,"S Europe, Levant & N Africa",Jill,39,6
26985927,693,5,3,Outbound,"S Europe, Levant & N Africa",Jill,39,15
24406778,1350,0,18,Inbound,Indonesia,Jill,95,0
24406778,975,3,10,Outbound,Indonesia,Jill,95,30
23441692,2244,0,34,Inbound,Rest of Africa,Jill,112,0
23441692,4092,25,31,Outbound,Rest of Africa,Jill,112,775
28708023,1922,2,29,Inbound,UK & W Europe,Jill,-4,58
28708023,3038,24,25,Outbound,UK & W Europe,Jill,-4,600
19584179,2418,0,31,Inbound,"S Europe, Levant & N Africa",Jill,200,0
19584179,3588,4,42,Outbound,"S Europe, Levant & N Africa",Jill,200,168
16250873,321,0,1,Outbound,C China,Jill,59,0
27693203,183,0,3,Inbound,"Malaysia, Brunei, Philippines",Jill,25,0
27693203,732,8,4,Outbound,"Malaysia, Brunei, Philippines",Jill,25,32
19220762,3240,0,15,Inbound,Pakistan,Jill,59,0
19220762,9936,40,6,Outbound,Pakistan,Jill,59,240
27436264,216,1,2,Inbound,UK & W Europe,Jill,31,2
27436264,216,2,1,Outbound,UK & W Europe,Jill,31,2
13676069,12363,1,38,Inbound,Nigeria,Jill,201,38
13676069,16801,26,27,Outbound,Nigeria,Jill,201,702
24500657,3712,0,58,Inbound,Nigeria,Jill,90,0
24500657,5312,33,47,Outbound,Nigeria,Jill,90,1551
28008914,2291,1,28,Inbound,UK & W Europe,Jill,16,28
28008914,2212,6,22,Outbound,UK & W Europe,Jill,16,132
20444690,1617,0,21,Inbound,UK & W Europe,Jill,179,0
20444690,3388,34,10,Outbound,UK & W Europe,Jill,179,340
24186393,5346,1,65,Inbound,"S Europe, Levant & N Africa",Jill,97,65
24186393,1620,13,4,Outbound,"S Europe, Levant & N Africa",Jill,97,52
22391854,237,0,3,Inbound,S China,Jill,136,0
22391854,158,1,0,Outbound,S China,Jill,136,0
10562473,1195,1,0,Inbound,Rest of Africa,Jill,42,0
15941247,324,1,0,Outbound,N China,Jill,75,0
25654020,462,0,6,Inbound,S China,Jill,69,0
25654020,616,3,5,Outbound,S China,Jill,69,15
20069136,2352,3,39,Inbound,Nigeria,Jack,188,117
20069136,2352,3,39,Inbound,Nigeria,Jill,182,117
20069136,3976,25,43,Outbound,Nigeria,Jack,188,1075
20069136,3976,25,43,Outbound,Nigeria,Jill,182,1075
24746560,539,0,7,Inbound,UK & W Europe,Jill,87,0
24746560,2002,15,9,Outbound,UK & W Europe,Jill,87,135
14841029,442,0,1,Inbound,Rest of Africa,Jill,11,0
14264802,884,1,1,Inbound,UK & W Europe,Jill,35,1
18318851,468,0,6,Inbound,N China,Jill,231,0
18318851,624,3,5,Outbound,N China,Jill,231,15
18580701,1356,0,6,Inbound,W China,Jack,76,0
18580701,1356,0,6,Inbound,W China,Jill,76,0
18580701,226,0,0,Outbound,W China,Jack,76,0
18580701,226,0,0,Outbound,W China,Jill,76,0
15858494,972,2,1,Outbound,Korea,Jill,75,2
26110206,2992,44,0,Outbound,"Malaysia, Brunei, Philippines",Jill,48,0
26110206,2992,44,0,Outbound,"Malaysia, Brunei, Philippines",Jill,19,0
24707414,1170,0,15,Inbound,"Malaysia, Brunei, Philippines",Jill,90,0
24707414,1404,3,15,Outbound,"Malaysia, Brunei, Philippines",Jill,90,45
27792443,1440,0,20,Inbound,W China,Jill,22,0
27792443,1728,20,4,Outbound,W China,Jill,22,80
26679842,252,0,4,Inbound,"Vietnam, Cambodia, Laos, Myanmar",Jill,48,0
26679842,252,0,4,Inbound,"Vietnam, Cambodia, Laos, Myanmar",Jill,2,0
26679842,567,6,3,Outbound,"Vietnam, Cambodia, Laos, Myanmar",Jill,48,18
26679842,567,6,3,Outbound,"Vietnam, Cambodia, Laos, Myanmar",Jill,2,18
25653889,693,0,9,Inbound,ANZ,Jill,66,0
25653889,385,0,5,Outbound,ANZ,Jill,66,0
12964684,443,0,1,Inbound,Rest of Africa,Jill,172,0
12964684,886,0,2,Outbound,Rest of Africa,Jill,172,0
15944815,963,1,2,Outbound,E China,Jill,73,2
22057577,480,0,6,Inbound,Hong Kong,Jack,143,0
22057577,480,0,6,Inbound,Hong Kong,Jill,138,0
22057577,560,1,6,Outbound,Hong Kong,Jack,143,6
22057577,560,1,6,Outbound,Hong Kong,Jill,138,6
21544789,5525,5,80,Inbound,Nigeria,Jill,31,400
21544789,5525,5,80,Inbound,Nigeria,Jack,,400
21544789,5525,5,80,Inbound,Nigeria,Jill,152,400
21544789,6045,36,53,Outbound,Nigeria,Jill,31,1908
21544789,6045,36,53,Outbound,Nigeria,Jack,,1908
21544789,6045,36,53,Outbound,Nigeria,Jill,152,1908
26205328,2325,1,30,Inbound,Nigeria,Jack,,30
26205328,2325,1,30,Inbound,Nigeria,Jill,54,30
26205328,1950,6,20,Outbound,Nigeria,Jack,,120
26205328,1950,6,20,Outbound,Nigeria,Jill,54,120
24845284,316,0,4,Inbound,S China,Jill,87,0
24845284,79,0,1,Outbound,S China,Jill,87,0
23775904,231,0,3,Inbound,Middle East,Jill,108,0
23674561,462,0,6,Inbound,UK & W Europe,Jill,110,0
27391159,77,1,0,Inbound,Nigeria,Jill,27,0
27391159,385,4,1,Outbound,Nigeria,Jill,27,4
16889810,20922,1,65,Inbound,Iran,Jill,33,65
16889810,14265,23,20,Outbound,Iran,Jill,33,460
14658534,420,1,0,Inbound,Middle East,Jill,19,0
14658534,2520,6,0,Outbound,Middle East,Jill,19,0
21021002,2119,0,13,Inbound,UK & W Europe,Jack,73,0
21021002,2119,0,13,Inbound,UK & W Europe,Jill,55,0
21021002,1304,1,7,Outbound,UK & W Europe,Jack,73,7
21021002,1304,1,7,Outbound,UK & W Europe,Jill,55,7
16421251,316,0,4,Inbound,India,Jill,293,0
16421251,316,1,3,Outbound,India,Jill,293,3
11609462,70401,0,93,Inbound,Middle East,Jill,35,0
11609462,70401,0,93,Inbound,Middle East,Jack,,0
17877522,28416,1,95,Inbound,Middle East,Jill,-2,95
17877522,26640,51,39,Outbound,Middle East,Jill,-2,1989
13615953,390,0,1,Inbound,"S Europe, Levant & N Africa",Jill,42,0
13615953,390,0,1,Inbound,"S Europe, Levant & N Africa",Jack,136,0
13615953,390,0,1,Inbound,"S Europe, Levant & N Africa",Jill,87,0
13320353,441,0,1,Inbound,UK & W Europe,Jill,124,0
24407127,3402,1,41,Inbound,UK & W Europe,Jill,94,41
24407127,5346,23,38,Outbound,UK & W Europe,Jill,94,874
15705695,948,3,0,Outbound,Singapore,Jill,84,0
14605129,79,0,1,Outbound,Singapore,Jack,390,0
14605129,79,0,1,Outbound,Singapore,Jill,384,0
24710736,1804,5,36,Inbound,Middle East,Jill,89,180
24710736,4224,72,20,Outbound,Middle East,Jill,89,1440
20789990,1540,0,20,Inbound,UK & W Europe,Jill,171,0
20789990,2002,5,21,Outbound,UK & W Europe,Jill,171,105
26427998,3015,3,42,Inbound,UK & W Europe,Jill,53,126
26427998,3886,17,38,Outbound,UK & W Europe,Jill,53,646
28458166,1470,3,18,Inbound,UK & W Europe,Jill,-1,54
28458166,1960,24,4,Outbound,UK & W Europe,Jill,-1,96
27784414,627,0,11,Inbound,Nigeria,Jill,23,0
27784414,1197,16,5,Outbound,Nigeria,Jill,23,80
15611197,324,1,0,Outbound,"Malaysia, Brunei, Philippines",Jill,88,0
15487333,951,0,3,Outbound,Iran,Jill,360,0
15487333,951,0,3,Outbound,Iran,Jack,95,0
15487333,951,0,3,Outbound,Iran,Jill,73,0
22717565,1232,0,16,Inbound,Middle East,Jill,126,0
22717565,154,0,2,Outbound,Middle East,Jill,126,0
15458032,2219,7,0,Outbound,Singapore,Jill,97,0
19665949,5328,1,73,Inbound,Rest of Africa,Jill,193,73
19665949,5976,23,56,Outbound,Rest of Africa,Jill,193,1288
27723788,2233,3,26,Inbound,UK & W Europe,Jill,24,78
27723788,2079,10,17,Outbound,UK & W Europe,Jill,24,170
15091913,1264,0,4,Inbound,Middle East,Jill,116,0
17639213,395,0,5,Inbound,India,Jill,252,0
17639213,1027,10,3,Outbound,India,Jill,252,30
18034552,380,0,5,Inbound,Singapore,Jill,241,0
18034552,532,3,4,Outbound,Singapore,Jill,241,12
28012619,130,1,0,Outbound,C China,Jill,19,0
27723363,1738,0,22,Inbound,UK & W Europe,Jack,24,0
27723363,1738,0,22,Inbound,UK & W Europe,Jill,16,0
27723363,2844,21,14,Outbound,UK & W Europe,Jack,24,294
27723363,2844,21,14,Outbound,UK & W Europe,Jill,16,294
13862932,440,0,1,Inbound,Middle East,Jill,68,0
